2017-08-20,29114
2017-08-21,129
2017-08-22,24793
2017-08-23,22639
2017-08-24,19388
2017-08-25,19292
2017-08-26,25497
2017-08-27,25866
2017-08-28,193
2017-08-29,13947
2017-08-30,7501
2017-08-31,5314
2017-09-01,3475
2017-09-02,9014
2017-09-03,9853
2017-09-04,95
2017-09-05,3045
2017-09-06,2699
2017-09-07,2407
2017-09-08,2348
2017-09-09,14436
2017-09-10,13968
2017-09-11,108
2017-09-12,4898
2017-09-13,4378
2017-09-14,3958
2017-09-15,3892
2017-09-16,7711
2017-09-17,7520
2017-09-18,28
2017-09-19,2096
2017-09-20,2217
2017-09-21,3296
2017-09-22,4256
2017-09-23,6673
2017-09-24,6932
2017-09-25,435
2017-09-26,2983
2017-09-27,2415
2017-09-28,4962
2017-09-29,3653
2017-09-30,8419
2017-10-01,13733
2017-10-02,27713
2017-10-03,26687
2017-10-04,24346
2017-10-05,25228
2017-10-06,21469
2017-10-07,14731
2017-10-08,6360
2017-10-09,286
2017-10-10,2771
2017-10-11,4571
2017-10-12,6461
2017-10-13,3399
2017-10-14,6446
2017-10-15,7137
2017-10-16,541
2017-10-17,5104
2017-10-18,3875
2017-10-19,5674
2017-10-20,4131
2017-10-21,8703
2017-10-22,7654
2017-10-23,138
2017-10-24,5661
2017-10-25,4778
2017-10-26,6171
2017-10-27,6141
2017-10-28,8922
2017-10-29,7716
2017-10-30,916
2017-10-31,5215
2017-11-01,7272
2017-11-02,5585
2017-11-03,3947
2017-11-04,9550
2017-11-05,4311
2017-11-06,887
2017-11-07,4384
2017-11-08,4270
2017-11-09,6302
2017-11-10,4451
2017-11-11,7957
2017-11-12,7757
2017-11-13,129
2017-11-14,5583
2017-11-15,4246
2017-11-16,6246
2017-11-17,10988
2017-11-18,8351
2017-11-19,8096
2017-11-20,249
2017-11-21,3799
2017-11-22,4949
2017-11-23,4399
2017-11-24,5156
2017-11-25,8583
2017-11-26,8073
2017-11-27,139
2017-11-28,2848
2017-11-29,4530
2017-11-30,2838
2017-12-01,3031
2017-12-02,7478
2017-12-03,7213
2017-12-04,101
2017-12-05,2325
2017-12-06,1283
2017-12-07,2105
2017-12-08,4214
2017-12-09,8588
2017-12-10,7182
2017-12-11,75
2017-12-12,3809
2017-12-13,2889
2017-12-14,3075
2017-12-15,2601
2017-12-16,6010
2017-12-17,6560
2017-12-18,113
2017-12-19,2818
2017-12-20,2998
2017-12-21,3150
2017-12-22,3013
2017-12-23,6095
2017-12-24,6728
2017-12-25,168
2017-12-26,3622
2017-12-27,2836
2017-12-28,3747
2017-12-29,2950
2017-12-30,11572
2017-12-31,16304
