2017-01-01,18525
2017-01-02,11437
2017-01-03,3793
2017-01-04,2758
2017-01-05,3124
2017-01-06,2816
2017-01-07,5870
2017-01-08,7393
2017-01-09,101
2017-01-10,4621
2017-01-11,5126
2017-01-12,6165
2017-01-13,9178
2017-01-14,11561
2017-01-15,11637
2017-01-16,510
2017-01-17,10072
2017-01-18,11251
2017-01-19,8735
2017-01-20,9201
2017-01-21,10561
2017-01-22,10954
2017-01-23,94
2017-01-24,11498
2017-01-25,654
2017-01-26,209
2017-01-27,129
2017-01-28,16639
2017-01-29,23518
2017-01-30,27405
2017-01-31,27028
2017-02-01,26057
2017-02-02,22339
2017-02-03,17326
2017-02-04,15889
2017-02-05,17779
2017-02-06,198
2017-02-07,14879
2017-02-08,13770
2017-02-09,11148
2017-02-10,9623
2017-02-11,12297
2017-02-12,10073
2017-02-13,174
2017-02-14,7607
2017-02-15,5165
2017-02-16,3993
2017-02-17,4184
2017-02-18,9249
2017-02-19,11019
2017-02-20,306
2017-02-21,3452
2017-02-22,3886
2017-02-23,3444
2017-02-24,3297
2017-02-25,7926
2017-02-26,7988
2017-02-27,306
2017-02-28,2519
2017-03-01,2831
2017-03-02,2558
2017-03-03,2565
2017-03-04,7710
2017-03-05,8369
2017-03-06,
2017-03-07,3109
2017-03-08,3163
2017-03-09,2691
2017-03-10,4421
2017-03-11,9525
2017-03-12,8696
2017-03-13,294
2017-03-14,3616
2017-03-15,4260
2017-03-16,7624
2017-03-17,4739
2017-03-18,8584
2017-03-19,9586
2017-03-20,122
2017-03-21,3880
2017-03-22,7131
2017-03-23,6001
2017-03-24,7168
2017-03-25,12258
2017-03-26,9081
2017-03-27,228
2017-03-28,7235
2017-03-29,6432
2017-03-30,6824
2017-03-31,6860
2017-04-01,7719
2017-04-02,16396
2017-04-03,18960
2017-04-04,13432
2017-04-05,4575
2017-04-06,4477
2017-04-07,9081
2017-04-08,7716
2017-04-09,8685
2017-04-10,154
2017-04-11,7061
2017-04-12,5993
2017-04-13,5327
2017-04-14,5997
2017-04-15,10048
2017-04-16,9101
2017-04-17,718
2017-04-18,6969
2017-04-19,4965
2017-04-20,6135
2017-04-21,7837
2017-04-22,9912
2017-04-23,9841
2017-04-24,225
2017-04-25,7501
2017-04-26,7232
2017-04-27,4270
2017-04-28,6894
2017-04-29,17721
2017-04-30,24885
2017-05-01,15013
2017-05-02,5217
2017-05-03,3881
2017-05-04,5786
2017-05-05,7148
2017-05-06,12126
2017-05-07,11930
2017-05-08,420
2017-05-09,3761
2017-05-10,3596
2017-05-11,3470
2017-05-12,7463
2017-05-13,7578
2017-05-14,8735
2017-05-15,633
2017-05-16,5090
2017-05-17,4054
2017-05-18,5473
2017-05-19,7391
2017-05-20,11116
2017-05-21,11027
2017-05-22,687
2017-05-23,3747
2017-05-24,4068
2017-05-25,4394
2017-05-26,4397
2017-05-27,6402
2017-05-28,15102
2017-05-29,20414
2017-05-30,15118
2017-05-31,3327
2017-06-01,8703
2017-06-02,3694
2017-06-03,7131
2017-06-04,9087
2017-06-05,224
2017-06-06,4645
2017-06-07,4628
2017-06-08,5000
2017-06-09,4446
2017-06-10,9136
2017-06-11,8680
2017-06-12,915
2017-06-13,4657
2017-06-14,5063
2017-06-15,5676
2017-06-16,5966
2017-06-17,8940
2017-06-18,10279
2017-06-19,160
2017-06-20,5907
2017-06-21,6105
2017-06-22,5827
2017-06-23,6937
2017-06-24,12625
2017-06-25,16912
2017-06-26,366
2017-06-27,12272
2017-06-28,12945
2017-06-29,14115
2017-06-30,14445
2017-07-01,21267
2017-07-02,21726
2017-07-03,81
2017-07-04,17365
2017-07-05,17016
2017-07-06,16069
2017-07-07,17274
2017-07-08,23970
2017-07-09,29102
2017-07-10,204
2017-07-11,19733
2017-07-12,18294
2017-07-13,13169
2017-07-14,16154
2017-07-15,24333
2017-07-16,25883
2017-07-17,99
2017-07-18,20336
2017-07-19,15978
2017-07-20,17070
2017-07-21,18654
2017-07-22,24999
2017-07-23,26562
2017-07-24,152
2017-07-25,19602
2017-07-26,17716
2017-07-27,16269
2017-07-28,16360
2017-07-29,23929
2017-07-30,27263
2017-07-31,196
2017-08-01,21020
2017-08-02,20318
2017-08-03,19424
2017-08-04,19659
2017-08-05,29432
2017-08-06,27971
2017-08-07,190
2017-08-08,25610
2017-08-09,22319
2017-08-10,21332
2017-08-11,22596
2017-08-12,29105
2017-08-13,28956
2017-08-14,184
2017-08-15,26607
2017-08-16,25999
2017-08-17,23171
2017-08-18,23814
2017-08-19,27870
