2018-07-06,14953
2018-07-07,20292
2018-07-08,23428
2018-07-09,109
2018-07-10,17335
2018-07-11,14581
2018-07-12,15163
2018-07-13,15364
2018-07-14,23314
2018-07-15,26298
2018-07-16,189
2018-07-17,19285
2018-07-18,17034
2018-07-19,16461
2018-07-20,17143
2018-07-21,25935
2018-07-22,23500
2018-07-23,122
2018-07-24,18527
2018-07-25,17739
2018-07-26,18046
2018-07-27,18615
2018-07-28,26807
2018-07-29,27826
2018-07-30,197
2018-07-31,22882
2018-08-01,21449
2018-08-02,19715
2018-08-03,20714
2018-08-04,28009
2018-08-05,29381
2018-08-06,111
2018-08-07,26984
2018-08-08,25055
2018-08-09,22355
2018-08-10,23624
2018-08-11,28711
2018-08-12,31614
2018-08-13,195
2018-08-14,26686
2018-08-15,22831
2018-08-16,22919
2018-08-17,22425
2018-08-18,27546
2018-08-19,29356
2018-08-20,73
2018-08-21,28089
2018-08-22,23346
2018-08-23,22607
2018-08-24,21443
2018-08-25,27166
2018-08-26,26987
2018-08-27,114
2018-08-28,21296
2018-08-29,15109
2018-08-30,9599
2018-08-31,9763
2018-09-01,11766
2018-09-02,9103
2018-09-03,832
2018-09-04,3263
2018-09-05,3191
2018-09-06,2770
2018-09-07,3168
2018-09-08,7673
2018-09-09,7619
2018-09-10,88
2018-09-11,2559
2018-09-12,2384
2018-09-13,2423
2018-09-14,5603
2018-09-15,14243
2018-09-16,15645
2018-09-17,53
2018-09-18,4385
2018-09-19,3800
2018-09-20,3697
2018-09-21,5553
2018-09-22,10494
2018-09-23,15674
2018-09-24,10450
2018-09-25,3258
2018-09-26,3645
2018-09-27,2975
2018-09-28,2850
2018-09-29,4213
2018-09-30,5389
2018-10-01,18918
2018-10-02,28797
2018-10-03,28942
2018-10-04,29444
2018-10-05,26915
2018-10-06,18130
2018-10-07,9604
2018-10-08,416
2018-10-09,2315
2018-10-10,3087
2018-10-11,3338
2018-10-12,3104
2018-10-13,6440
2018-10-14,6766
2018-10-15,322
2018-10-16,4682
2018-10-17,3804
2018-10-18,3960
2018-10-19,5198
2018-10-20,6969
2018-10-21,8518
2018-10-22,73
2018-10-23,3650
2018-10-24,4052
2018-10-25,5638
2018-10-26,4662
2018-10-27,9347
2018-10-28,7149
2018-10-29,736
2018-10-30,4740
2018-10-31,4492
2018-11-01,4027
2018-11-02,4399
2018-11-03,5840
2018-11-04,7603
2018-11-05,133
2018-11-06,6320
2018-11-07,3549
2018-11-08,4510
2018-11-09,3045
2018-11-10,6978
2018-11-11,5711
2018-11-12,40
2018-11-13,4783
2018-11-14,4871
2018-11-15,7014
2018-11-16,7793
2018-11-17,12318
2018-11-18,9158
2018-11-19,237
2018-11-20,3556
2018-11-21,7064
2018-11-22,4257
2018-11-23,6805
2018-11-24,10960
2018-11-25,9169
2018-11-26,26
2018-11-27,3040
2018-11-28,4178
2018-11-29,3731
2018-11-30,3967
2018-12-01,8521
2018-12-02,7793
2018-12-03,1
2018-12-04,3211
2018-12-05,4529
2018-12-06,3340
2018-12-07,3494
2018-12-08,6308
2018-12-09,6068
2018-12-10,1
2018-12-11,2230
2018-12-12,3300
2018-12-13,2349
2018-12-14,3428
2018-12-15,6730
2018-12-16,7101
2018-12-17,1043
2018-12-18,3014
2018-12-19,2938
2018-12-20,2581
2018-12-21,2601
2018-12-22,6231
2018-12-23,6278
2018-12-24,55
2018-12-25,1855
2018-12-26,3220
2018-12-27,3447
2018-12-28,4285
