2018-01-01,11215
2018-01-02,2426
2018-01-03,2288
2018-01-04,2869
2018-01-05,1886
2018-01-06,4846
2018-01-07,4669
2018-01-08,119
2018-01-09,2536
2018-01-10,2867
2018-01-11,4151
2018-01-12,2818
2018-01-13,5696
2018-01-14,5611
2018-01-15,27
2018-01-16,2700
2018-01-17,2562
2018-01-18,2812
2018-01-19,3172
2018-01-20,6468
2018-01-21,7344
2018-01-22,57
2018-01-23,6162
2018-01-24,4928
2018-01-25,5160
2018-01-26,4383
2018-01-27,7531
2018-01-28,7960
2018-01-29,376
2018-01-30,6915
2018-01-31,5867
2018-02-01,6272
2018-02-02,6437
2018-02-03,10295
2018-02-04,12108
2018-02-05,96
2018-02-06,10350
2018-02-07,7179
2018-02-08,7016
2018-02-09,6656
2018-02-10,9322
2018-02-11,11885
2018-02-12,142
2018-02-13,589
2018-02-14,48
2018-02-15,59
2018-02-16,15666
2018-02-17,24377
2018-02-18,26125
2018-02-19,26177
2018-02-20,26815
2018-02-21,21778
2018-02-22,13315
2018-02-23,9651
2018-02-24,9937
2018-02-25,10272
2018-02-26,91
2018-02-27,6819
2018-02-28,5294
2018-03-01,4159
2018-03-02,3183
2018-03-03,6517
2018-03-04,5679
2018-03-05,130
2018-03-06,1852
2018-03-07,2192
2018-03-08,2416
2018-03-09,2058
2018-03-10,7213
2018-03-11,7555
2018-03-12,28
2018-03-13,2852
2018-03-14,2533
2018-03-15,3278
2018-03-16,3944
2018-03-17,7320
2018-03-18,7727
2018-03-19,68
2018-03-20,6207
2018-03-21,6030
2018-03-22,4381
2018-03-23,5965
2018-03-24,9222
2018-03-25,7958
2018-03-26,125
2018-03-27,5855
2018-03-28,5782
2018-03-29,4526
2018-03-30,6160
2018-03-31,7972
2018-04-01,8228
2018-04-02,45
2018-04-03,4002
2018-04-04,5734
2018-04-05,22596
2018-04-06,23078
2018-04-07,14298
2018-04-08,4713
2018-04-09,46
2018-04-10,3770
2018-04-11,5314
2018-04-12,7387
2018-04-13,7637
2018-04-14,10292
2018-04-15,8417
2018-04-16,62
2018-04-17,5812
2018-04-18,5761
2018-04-19,6361
2018-04-20,6717
2018-04-21,10978
2018-04-22,9779
2018-04-23,46
2018-04-24,6849
2018-04-25,4948
2018-04-26,3853
2018-04-27,7243
2018-04-28,7429
2018-04-29,20108
2018-04-30,25408
2018-05-01,17370
2018-05-02,4476
2018-05-03,3323
2018-05-04,4245
2018-05-05,8275
2018-05-06,7543
2018-05-07,91
2018-05-08,3398
2018-05-09,3927
2018-05-10,4401
2018-05-11,4919
2018-05-12,8741
2018-05-13,8075
2018-05-14,131
2018-05-15,3536
2018-05-16,3643
2018-05-17,4005
2018-05-18,6456
2018-05-19,14348
2018-05-20,13126
2018-05-21,686
2018-05-22,5964
2018-05-23,4613
2018-05-24,4334
2018-05-25,6002
2018-05-26,10563
2018-05-27,9644
2018-05-28,198
2018-05-29,3363
2018-05-30,3517
2018-05-31,4214
2018-06-01,8417
2018-06-02,10611
2018-06-03,10059
2018-06-04,48
2018-06-05,3783
2018-06-06,4300
2018-06-07,4762
2018-06-08,5646
2018-06-09,10125
2018-06-10,7800
2018-06-11,45
2018-06-12,5167
2018-06-13,4899
2018-06-14,4542
2018-06-15,4537
2018-06-16,12158
2018-06-17,17901
2018-06-18,11829
2018-06-19,4217
2018-06-20,6205
2018-06-21,4791
2018-06-22,6681
2018-06-23,11642
2018-06-24,11743
2018-06-25,125
2018-06-26,8665
2018-06-27,9476
2018-06-28,9476
2018-06-29,9518
2018-06-30,14722
2018-07-01,17529
2018-07-02,64
2018-07-03,14682
2018-07-04,13298
2018-07-05,13730
