2011-01-01,clear,partly cloudy,4,0,5
2011-01-02,partly cloudy,sleet,6,2,5
2011-01-03,partly cloudy,clear,12,4,3
2011-01-04,sleet,sleet,3,-1,4
2011-01-05,cloudy,partly cloudy,6,0,5
2011-01-06,partly cloudy,clear,4,-1,5
2011-01-07,partly cloudy,partly cloudy,6,0,5
2011-01-08,clear,partly cloudy,7,1,4
2011-01-09,cloudy,partly cloudy,6,0,5
2011-01-10,clear,partly cloudy,3,-1,4
2011-01-11,partly cloudy,partly cloudy,4,-2,5
2011-01-12,clear,clear,4,-1,4
2011-01-13,partly cloudy,partly cloudy,6,1,4
2011-01-14,light rain,light rain,8,0,6
2011-01-15,clear,clear,8,3,4
2011-01-16,partly cloudy,partly cloudy,2,-2,5
2011-01-17,partly cloudy,cloudy,3,-1,4
2011-01-18,small to medium snow,light snow,2,0,4
2011-01-19,light snow,heavy snow,4,0,4
2011-01-20,medium to heavy snow,light snow,2,-1,4
2011-01-21,partly cloudy,clear,4,-1,4
2011-01-22,clear,partly cloudy,6,2,4
2011-01-23,light rain,partly cloudy,5,0,5
2011-01-24,clear,clear,4,-1,5
2011-01-25,clear,partly cloudy,5,1,4
2011-01-26,cloudy,cloudy,7,2,5
2011-01-27,clear,clear,8,0,4
2011-01-28,clear,cloudy,11,4,4
2011-01-29,clear,clear,4,-2,5
2011-01-30,partly cloudy,clear,4,-3,5
2011-01-31,clear,clear,19,12,5
2011-02-01,light rain,light rain,7,4,3
2011-02-02,light rain,partly cloudy,9,5,4
2011-02-03,clear,partly cloudy,7,2,3
2011-02-04,partly cloudy,partly cloudy,9,2,3
2011-02-05,light rain,rain,8,6,5
2011-02-06,cloudy,light rain,7,0,4
2011-02-07,light rain,light rain,7,3,5
2011-02-08,light snow,light snow,2,-2,4
2011-02-09,partly cloudy,cloudy,5,2,4
2011-02-10,clear,partly cloudy,8,1,4
2011-02-11,partly cloudy,partly cloudy,6,-1,5
2011-02-12,partly cloudy,cloudy,5,0,5
2011-02-13,partly cloudy,light rain,9,3,4
2011-02-14,partly cloudy,light rain,17,12,3
2011-02-15,clear,clear,6,0,3
2011-02-16,partly cloudy,partly cloudy,17,6,3
2011-02-17,light rain,light rain,9,5,5
2011-02-18,rain,rain,7,0,5
2011-02-19,cloudy,cloudy,8,3,4
2011-02-20,partly cloudy,partly cloudy,11,3,4
2011-02-21,clear,clear,12,5,4
2011-02-22,clear,partly cloudy,13,7,4
2011-02-23,clear,clear,16,8,4
2011-02-24,clear,partly cloudy,18,9,4
2011-02-25,partly cloudy,partly cloudy,13,8,5
2011-02-26,light rain,light rain,15,11,4
2011-02-27,light rain,shower,20,5,5
2011-02-28,light rain,light rain,7,3,5
2011-03-01,cloudy,partly cloudy,6,0,5
2011-03-02,clear,clear,8,2,4
2011-03-03,cloudy,partly cloudy,9,2,4
2011-03-04,clear,clear,9,3,4
2011-03-05,partly cloudy,light rain,13,7,5
2011-03-06,light rain,cloudy,10,4,5
2011-03-07,clear,clear,10,2,4
2011-03-08,clear,partly cloudy,15,5,4
2011-03-09,partly cloudy,partly cloudy,14,4,5
2011-03-10,clear,clear,13,6,4
2011-03-11,clear,partly cloudy,17,9,5
2011-03-12,cloudy,clear,17,10,5
2011-03-13,partly cloudy,shower,18,8,5
2011-03-14,light rain,cloudy,14,4,5
2011-03-15,cloudy,partly cloudy,9,2,5
2011-03-16,partly cloudy,clear,12,4,4
2011-03-17,clear,clear,16,7,5
2011-03-18,cloudy,cloudy,15,9,5
2011-03-19,shower,shower,16,12,5
2011-03-20,shower,light rain,16,6,5
2011-03-21,rain,light rain,8,5,5
2011-03-22,light rain,partly cloudy,9,3,5
2011-03-23,clear,partly cloudy,13,6,4
2011-03-24,partly cloudy,partly cloudy,16,5,5
2011-03-25,clear,clear,13,4,4
2011-03-26,clear,partly cloudy,15,7,4
2011-03-27,clear,clear,17,8,4
2011-03-28,clear,cloudy,19,9,4
2011-03-29,partly cloudy,clear,14,6,5
2011-03-30,clear,clear,16,7,4
2011-03-31,clear,clear,19,10,5
2011-04-01,partly cloudy,partly cloudy,21,11,5
2011-04-02,cloudy,light rain,16,7,5
2011-04-03,light rain,cloudy,9,5,5
2011-04-04,clear,clear,14,6,4
2011-04-05,clear,clear,16,9,4
2011-04-06,partly cloudy,light rain,18,12,5
2011-04-07,light rain,cloudy,15,10,4
2011-04-08,partly cloudy,partly cloudy,18,8,4
2011-04-09,partly cloudy,partly cloudy,21,12,4
2011-04-10,partly cloudy,cloudy,23,12,5
2011-04-11,partly cloudy,partly cloudy,17,9,4
2011-04-12,clear,cloudy,19,12,4
2011-04-13,partly cloudy,partly cloudy,21,15,5
2011-04-14,partly cloudy,partly cloudy,25,17,4
2011-04-15,thunder storm,thunder storm,26,13,5
2011-04-16,partly cloudy,partly cloudy,18,10,5
2011-04-17,partly cloudy,cloudy,21,13,4
2011-04-18,clear,clear,19,9,5
2011-04-19,clear,clear,20,8,5
2011-04-20,clear,clear,22,13,5
2011-04-21,cloudy,shower,22,13,5
2011-04-22,cloudy,partly cloudy,18,10,5
2011-04-23,clear,partly cloudy,22,12,5
2011-04-24,partly cloudy,clear,23,14,5
2011-04-25,clear,clear,27,15,5
2011-04-26,partly cloudy,thunder storm,31,15,5
2011-04-27,cloudy,partly cloudy,22,11,5
2011-04-28,clear,partly cloudy,22,13,5
2011-04-29,clear,partly cloudy,27,19,6
2011-04-30,thunder storm,shower,29,17,5
2011-05-01,partly cloudy,partly cloudy,26,13,4
2011-05-02,partly cloudy,thunder storm,23,12,4
2011-05-03,shower,cloudy,18,13,4
2011-05-04,partly cloudy,partly cloudy,21,14,4
2011-05-05,partly cloudy,partly cloudy,23,16,5
2011-05-06,partly cloudy,partly cloudy,28,18,4
2011-05-07,partly cloudy,partly cloudy,31,20,4
2011-05-08,partly cloudy,clear,31,22,5
2011-05-09,partly cloudy,partly cloudy,34,24,5
2011-05-10,thunder storm,thunder storm,34,19,4
2011-05-11,thunder storm,partly cloudy,24,16,5
2011-05-12,cloudy,partly cloudy,25,16,4
2011-05-13,clear,clear,28,18,4
2011-05-14,partly cloudy,partly cloudy,28,18,4
2011-05-15,partly cloudy,partly cloudy,29,19,4
2011-05-16,partly cloudy,partly cloudy,28,19,4
2011-05-17,clear,clear,29,20,5
2011-05-18,partly cloudy,clear,32,20,6
2011-05-19,clear,clear,33,21,5
2011-05-20,clear,partly cloudy,34,22,4
2011-05-21,shower,shower,28,17,5
2011-05-22,shower,rain,20,16,5
2011-05-23,partly cloudy,cloudy,20,15,5
2011-05-24,partly cloudy,partly cloudy,22,16,4
2011-05-25,partly cloudy,cloudy,23,17,4
2011-05-26,partly cloudy,partly cloudy,25,18,4
2011-05-27,partly cloudy,partly cloudy,26,18,4
2011-05-28,cloudy,partly cloudy,23,17,5
2011-05-29,clear,clear,26,18,5
2011-05-30,partly cloudy,partly cloudy,30,21,5
2011-05-31,cloudy,shower,31,20,4
2011-06-01,partly cloudy,partly cloudy,29,19,4
2011-06-02,partly cloudy,partly cloudy,30,22,4
2011-06-03,partly cloudy,cloudy,30,21,5
2011-06-04,medium to heavy rain,rain,24,20,5
2011-06-05,light rain,light rain,23,20,5
2011-06-06,rain,shower,23,19,4
2011-06-07,light rain,partly cloudy,26,19,4
2011-06-08,partly cloudy,clear,33,23,5
2011-06-09,partly cloudy,thunder storm,35,23,4
2011-06-10,heavy rain,heavy rain,27,22,4
2011-06-11,rain,shower,26,21,4
2011-06-12,shower,cloudy,27,20,4
2011-06-13,shower,shower,27,21,4
2011-06-14,thunder storm,heavy rain,24,19,5
2011-06-15,heavy rain,shower,21,19,5
2011-06-16,light rain,shower,25,20,4
2011-06-17,shower,thunder storm,25,21,4
2011-06-18,heavy rain,heavy rain,23,20,5
2011-06-19,small to moderate rain,cloudy,23,20,5
2011-06-20,partly cloudy,shower,26,22,4
2011-06-21,thunder storm,shower,26,23,5
